ids,smiles
CHEMBL6205,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL441172,Cn1cc(C2=C(c3cn(CCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL6199,Cn1cc(C2=C(c3cn(CCCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL429244,CNCCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL6204,COc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1
CHEMBL6229,CCc1cc2c(Sc3nnc(N)s3)ncnc2s1
CHEMBL6231,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
CHEMBL6215,CCc1cc2c(O)ncnc2s1
CHEMBL6235,Cn1cc(C2=C(c3cn(CCCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL266483,Cn1cc(C2=C(c3cn(CCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL6224,C1=C(c2ccccc2)CCNC1
CHEMBL6225,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC4CC4)c3c2F)C1
CHEMBL6256,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(NC)c3c2F)C1
CHEMBL267230,C[N+]1([O-])CC=C(c2ccccc2)CC1
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
CHEMBL268888,Cn1cc(C2=C(c3cn(CCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL415287,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)C1
CHEMBL6250,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268889,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1
CHEMBL266706,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCS3)cc1
CHEMBL6304,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1
CHEMBL266707,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1
CHEMBL6294,Fc1ccc(-c2c(-c3cccnc3)nc3n2CCC3)cc1
CHEMBL6299,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1
CHEMBL263075,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1
CHEMBL6262,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1
CHEMBL6276,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1
CHEMBL6279,Cn1cc(C2=C(c3cn(CCC/N=C(\N)N[N+](=O)[O-])c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL269056,CCc1cc2c(Cl)ncnc2s1
CHEMBL267127,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1
CHEMBL269495,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1
CHEMBL267678,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
CHEMBL267914,Cc1ccc(Sc2ccnc3sc(C(N)=O)cc23)cc1
CHEMBL6248,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1
CHEMBL269339,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccccn3)[nH]2)cc1
CHEMBL269341,N#Cc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL440084,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL267228,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL6252,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268529,Cn1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL267126,Cn1cc(C2=C(c3cn(CCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL6274,Cn1cc(C2=C(c3cn(CCCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL268530,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1
CHEMBL6275,Cc1cc(C)cc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL267125,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1C
CHEMBL269497,Cc1cccc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL6278,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12
CHEMBL267456,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1
CHEMBL6316,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1
CHEMBL6258,Cc1ccc(Sc2cncc3sc(/C=N/O)cc23)cc1
CHEMBL6257,NC(=O)c1cc2c(Cl)cncc2s1
CHEMBL262570,C/C(=N\O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6264,Cc1ccc(Sc2cncc3sc(/C=N/OCC(N)=O)cc23)cc1
CHEMBL269598,Cc1ccc(Sc2cncc3sc(C(=O)NN)cc23)cc1
CHEMBL6369,COC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6370,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1
CHEMBL266708,CC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6381,Cc1ccc(Sc2cncc3sc(C=O)cc23)cc1
CHEMBL266460,Cc1ccc(Sc2cncc3sc(C(=O)N=C(N)N)cc23)cc1
CHEMBL6762,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1
CHEMBL269075,CONC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6517,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL263080,NC(=O)c1cc2c(Sc3ccccn3)cncc2s1
CHEMBL263081,COc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
CHEMBL266198,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1
CHEMBL6612,NC(=O)c1cc2c(Sc3ccc(Cl)c(Cl)c3)cncc2s1
CHEMBL268567,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1
CHEMBL428508,Cc1ccc(Sc2cncc3sc(C(=O)NCC(O)CO)cc23)cc1
CHEMBL414201,CC(=O)OC1CC2(O)C3CCC4CC(OC=O)CCC4(C)C3CCC2(C)[C@H]1C1=CC(=O)OC1
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12
CHEMBL6857,Brc1cccc2c3c([nH]c12)CNCC3
CHEMBL6746,Brc1cccc2c3c([nH]c12)C=NCC3
CHEMBL266572,Cc1ccc(Sc2cncc3sccc23)cc1
CHEMBL6558,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@H](C4=CC(=O)OC4)C(=O)CC32O)C1
CHEMBL6404,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(F)c1
CHEMBL6717,COc1ccc2[nH]c3c(c2c1)CCN=C3
CHEMBL6532,C/N=C(/NC(N)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL427969,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(O)CC32O)C1
CHEMBL6647,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12
CHEMBL266066,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1
CHEMBL269002,C/N=C(/NC(C)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL264095,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc(C#N)c2)c(F)c1
CHEMBL6576,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12
CHEMBL6591,COc1cccc2[nH]c3c(c12)CCN=C3
CHEMBL6586,COc1cccc2[nH]c3c(c12)CCNC3
CHEMBL268151,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2nccs2)c(F)c1
CHEMBL6388,NC(N)=NCCCC(N)P(=O)(O)O
CHEMBL6401,NC(N)=NCCCC(N)[PH](=O)O
CHEMBL6320,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1
CHEMBL268667,NC(=O)Sc1cncc2sc(C(N)=O)cc12
CHEMBL269570,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1
CHEMBL6310,COc1ccc2c3c([nH]c2c1)CNCC3
CHEMBL269571,COc1cccc2c3c([nH]c12)CNCC3
CHEMBL6325,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)cc1
CHEMBL268099,NC(=O)c1cc2c(SC3CCCCC3)cncc2s1
CHEMBL267938,Cc1occc1Sc1cncc2sc(C(N)=O)cc12
CHEMBL268070,Cc1nnc(Sc2cncc3sc(C(N)=O)cc23)s1
CHEMBL6829,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2)cc1
CHEMBL6830,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1
CHEMBL6383,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O
CHEMBL266196,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
CHEMBL6442,Cc1ccc(Sc2cccc3sc(C(N)=O)cc23)cc1
CHEMBL6307,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1
CHEMBL6296,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12
CHEMBL6305,CNC(=N)NCCCC(N)[PH](=O)O
CHEMBL266221,C1=NCCc2c1[nH]c1ccccc21
CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12
CHEMBL6761,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12
CHEMBL269057,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-]
CHEMBL6426,Brc1cccc2[nH]c3c(c12)CCNC3
CHEMBL6427,Brc1ccc2[nH]c3c(c2c1)CCNC3
CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
CHEMBL268174,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6573,N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-]
CHEMBL268691,COc1cc(Br)c2c3c([nH]c2c1)CNCC3
CHEMBL6615,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
CHEMBL441891,Brc1ccc2c3c([nH]c2c1)CNCC3
CHEMBL263883,Cn1c2c(c3ccccc31)CCNC2
CHEMBL266798,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1
CHEMBL6430,CCc1cc2c(NCc3ccccc3)ncnc2s1
CHEMBL266799,CCc1cc2c(Sc3ccccn3)ncnc2s1
CHEMBL428999,Brc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL6626,Brc1ccc2[nH]c3c(c2c1)CCN=C3
CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1
CHEMBL267036,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
